Activity_ActivityIdentifier,Site_Abb,Activity_StartDate,variable,G_value,mine_value,difference_G_minus_mine,issue
6262c180-a3d4-4ed0-95ec-ab7cd88b422b,"Sacram. R, CA",2021-02-09,Water_Temperature_C,10.7,10.6,0.09999999999999964,values differ
6262c180-a3d4-4ed0-95ec-ab7cd88b422b,"Sacram. R, CA",2021-02-09,pH,7.5,7.7,-0.20000000000000018,values differ
2748a46c-54d9-49e7-9018-110023fd0372,"Sacram. R, CA",2021-02-24,Dissolved_Oxygen_mg_L,10.6,10.4,0.1999999999999993,values differ
2748a46c-54d9-49e7-9018-110023fd0372,"Sacram. R, CA",2021-02-24,Water_Temperature_C,11.8,11.6,0.20000000000000107,values differ
2748a46c-54d9-49e7-9018-110023fd0372,"Sacram. R, CA",2021-02-24,pH,7.6,7.9,-0.3000000000000007,values differ
d39ab6b4-07dc-4422-83e7-a96c406928ab,"Sacram. R, CA",2021-03-18,Dissolved_Oxygen_mg_L,10.4,10.3,0.09999999999999964,values differ
d39ab6b4-07dc-4422-83e7-a96c406928ab,"Sacram. R, CA",2021-03-18,Water_Temperature_C,12.2,12.1,0.09999999999999964,values differ
d39ab6b4-07dc-4422-83e7-a96c406928ab,"Sacram. R, CA",2021-03-18,pH,8.1,7.9,0.1999999999999993,values differ
af3682cc-6cc0-4acd-a37b-4f1d2c132c2e,"Sacram. R, CA",2021-04-21,Dissolved_Oxygen_mg_L,8.3,8.2,0.10000000000000142,values differ
af3682cc-6cc0-4acd-a37b-4f1d2c132c2e,"Sacram. R, CA",2021-04-21,Specific_Conductance,136.0,134.0,2.0,values differ
af3682cc-6cc0-4acd-a37b-4f1d2c132c2e,"Sacram. R, CA",2021-04-21,Water_Temperature_C,18.8,18.4,0.40000000000000213,values differ
11707b0f-fc63-4132-ab20-a7e00552b423,"Sacram. R, CA",2021-05-05,Specific_Conductance,156.0,152.0,4.0,values differ
11707b0f-fc63-4132-ab20-a7e00552b423,"Sacram. R, CA",2021-05-05,Water_Temperature_C,20.7,20.4,0.3000000000000007,values differ
11707b0f-fc63-4132-ab20-a7e00552b423,"Sacram. R, CA",2021-05-05,pH,7.7,7.6,0.10000000000000053,values differ
da418d64-c900-4fe0-9423-f77deacc2c8b,"Sacram. R, CA",2021-05-26,Dissolved_Oxygen_mg_L,8.4,8.1,0.3000000000000007,values differ
da418d64-c900-4fe0-9423-f77deacc2c8b,"Sacram. R, CA",2021-05-26,Water_Temperature_C,21.2,20.9,0.3000000000000007,values differ
5cbd92ab-cc83-4393-a489-1006daaf3872,"Sacram. R, CA",2021-06-07,Dissolved_Oxygen_mg_L,7.6,7.4,0.1999999999999993,values differ
5cbd92ab-cc83-4393-a489-1006daaf3872,"Sacram. R, CA",2021-06-07,Specific_Conductance,138.0,132.0,6.0,values differ
5cbd92ab-cc83-4393-a489-1006daaf3872,"Sacram. R, CA",2021-06-07,Water_Temperature_C,24.0,23.4,0.6000000000000014,values differ
f544f572-e7aa-4bdd-b9a1-cde359962554,"Sacram. R, CA",2021-06-29,Dissolved_Oxygen_mg_L,7.8,7.7,0.09999999999999964,values differ
f544f572-e7aa-4bdd-b9a1-cde359962554,"Sacram. R, CA",2021-06-29,Specific_Conductance,120.0,114.0,6.0,values differ
f544f572-e7aa-4bdd-b9a1-cde359962554,"Sacram. R, CA",2021-06-29,Water_Temperature_C,24.3,24.5,-0.1999999999999993,values differ
f544f572-e7aa-4bdd-b9a1-cde359962554,"Sacram. R, CA",2021-06-29,pH,7.7,7.6,0.10000000000000053,values differ
de47f20b-3e4e-483d-b274-f9b01ed6a32e,"Sacram. R, CA",2021-07-15,Specific_Conductance,129.0,92.0,37.0,values differ
de47f20b-3e4e-483d-b274-f9b01ed6a32e,"Sacram. R, CA",2021-07-15,Water_Temperature_C,23.8,23.9,-0.09999999999999787,values differ
dff607c0-d8a9-45f7-9bc0-459ff16413e3,"Sacram. R, CA",2021-08-23,Dissolved_Oxygen_mg_L,8.4,8.3,0.09999999999999964,values differ
dff607c0-d8a9-45f7-9bc0-459ff16413e3,"Sacram. R, CA",2021-08-23,Specific_Conductance,180.0,177.0,3.0,values differ
dff607c0-d8a9-45f7-9bc0-459ff16413e3,"Sacram. R, CA",2021-08-23,Water_Temperature_C,20.7,20.8,-0.10000000000000142,values differ
2bba953d-45b3-41e2-b602-869c853d2141,"Sacram. R, CA",2021-10-19,Dissolved_Oxygen_mg_L,9.6,9.5,0.09999999999999964,values differ
2bba953d-45b3-41e2-b602-869c853d2141,"Sacram. R, CA",2021-10-19,Specific_Conductance,132.0,131.0,1.0,values differ
5a343e32-b33d-4f13-91b1-d7829d9b4d67,"Sacram. R, CA",2021-12-07,Dissolved_Oxygen_mg_L,10.2,9.8,0.3999999999999986,values differ
5a343e32-b33d-4f13-91b1-d7829d9b4d67,"Sacram. R, CA",2021-12-07,Specific_Conductance,168.0,188.0,-20.0,values differ
5a343e32-b33d-4f13-91b1-d7829d9b4d67,"Sacram. R, CA",2021-12-07,Water_Temperature_C,11.8,12.1,-0.29999999999999893,values differ
5a343e32-b33d-4f13-91b1-d7829d9b4d67,"Sacram. R, CA",2021-12-07,pH,7.8,7.6,0.20000000000000018,values differ
75c5c9bc-71bd-4165-b533-b1dd2b6d8a3b,"Sacram. R, CA",2022-01-05,Dissolved_Oxygen_mg_L,11.3,11.2,0.10000000000000142,values differ
75c5c9bc-71bd-4165-b533-b1dd2b6d8a3b,"Sacram. R, CA",2022-01-05,Specific_Conductance,180.0,175.0,5.0,values differ
75c5c9bc-71bd-4165-b533-b1dd2b6d8a3b,"Sacram. R, CA",2022-01-05,Water_Temperature_C,8.1,8.3,-0.20000000000000107,values differ
75c5c9bc-71bd-4165-b533-b1dd2b6d8a3b,"Sacram. R, CA",2022-01-05,pH,7.7,7.6,0.10000000000000053,values differ
d1392c84-0f83-4b6f-a916-94697529a65f,"Sacram. R, CA",2022-01-26,Dissolved_Oxygen_mg_L,11.2,11.1,0.09999999999999964,values differ
d1392c84-0f83-4b6f-a916-94697529a65f,"Sacram. R, CA",2022-01-26,Specific_Conductance,172.0,170.0,2.0,values differ
d1392c84-0f83-4b6f-a916-94697529a65f,"Sacram. R, CA",2022-01-26,Water_Temperature_C,9.7,9.6,0.09999999999999964,values differ
d1392c84-0f83-4b6f-a916-94697529a65f,"Sacram. R, CA",2022-01-26,pH,7.9,7.7,0.20000000000000018,values differ
cca8b9f5-22dd-47c0-a70c-644dddbed613,"Sacram. R, CA",2022-02-16,Dissolved_Oxygen_mg_L,10.4,10.2,0.20000000000000107,values differ
cca8b9f5-22dd-47c0-a70c-644dddbed613,"Sacram. R, CA",2022-02-16,Water_Temperature_C,12.2,12.0,0.1999999999999993,values differ
51736b13-82a0-4019-a9d6-33fee5f6318e,"Sacram. R, CA",2022-02-23,Dissolved_Oxygen_mg_L,10.6,10.5,0.09999999999999964,values differ
51736b13-82a0-4019-a9d6-33fee5f6318e,"Sacram. R, CA",2022-02-23,Specific_Conductance,160.0,156.0,4.0,values differ
51736b13-82a0-4019-a9d6-33fee5f6318e,"Sacram. R, CA",2022-02-23,Water_Temperature_C,11.6,11.5,0.09999999999999964,values differ
51736b13-82a0-4019-a9d6-33fee5f6318e,"Sacram. R, CA",2022-02-23,pH,8.0,7.9,0.09999999999999964,values differ
9f1c7003-17ec-4723-9a1f-d2543edae5dc,"Sacram. R, CA",2022-03-17,Dissolved_Oxygen_mg_L,9.7,9.6,0.09999999999999964,values differ
9f1c7003-17ec-4723-9a1f-d2543edae5dc,"Sacram. R, CA",2022-03-17,Specific_Conductance,156.0,160.0,-4.0,values differ
9f1c7003-17ec-4723-9a1f-d2543edae5dc,"Sacram. R, CA",2022-03-17,pH,7.8,7.7,0.09999999999999964,values differ
68c1198a-c448-4d93-88e0-e0d2f8d1629e,"Sacram. R, CA",2022-04-13,Dissolved_Oxygen_mg_L,9.3,9.2,0.10000000000000142,values differ
68c1198a-c448-4d93-88e0-e0d2f8d1629e,"Sacram. R, CA",2022-04-13,Specific_Conductance,141.0,147.0,-6.0,values differ
68c1198a-c448-4d93-88e0-e0d2f8d1629e,"Sacram. R, CA",2022-04-13,pH,7.9,7.7,0.20000000000000018,values differ
15a4bb3d-b49b-4f6e-9c49-3de4c90be5af,"Sacram. R, CA",2022-05-05,Specific_Conductance,171.0,161.0,10.0,values differ
15a4bb3d-b49b-4f6e-9c49-3de4c90be5af,"Sacram. R, CA",2022-05-05,Water_Temperature_C,19.9,19.6,0.29999999999999716,values differ
b1340cbf-275d-4ab7-8301-68ca1449e805,"Sacram. R, CA",2022-06-15,Dissolved_Oxygen_mg_L,8.1,8.0,0.09999999999999964,values differ
b1340cbf-275d-4ab7-8301-68ca1449e805,"Sacram. R, CA",2022-06-15,Specific_Conductance,113.0,115.0,-2.0,values differ
b1340cbf-275d-4ab7-8301-68ca1449e805,"Sacram. R, CA",2022-06-15,Water_Temperature_C,22.6,22.7,-0.09999999999999787,values differ
b1340cbf-275d-4ab7-8301-68ca1449e805,"Sacram. R, CA",2022-06-15,pH,7.6,7.2,0.39999999999999947,values differ
bbd1f61a-948b-4755-8df2-970ce5a7ffcc,"Sacram. R, CA",2022-07-14,Dissolved_Oxygen_mg_L,8.1,8.0,0.09999999999999964,values differ
bbd1f61a-948b-4755-8df2-970ce5a7ffcc,"Sacram. R, CA",2022-07-14,Specific_Conductance,101.0,100.0,1.0,values differ
bbd1f61a-948b-4755-8df2-970ce5a7ffcc,"Sacram. R, CA",2022-07-14,Water_Temperature_C,22.5,22.6,-0.10000000000000142,values differ
bbd1f61a-948b-4755-8df2-970ce5a7ffcc,"Sacram. R, CA",2022-07-14,pH,7.6,7.3,0.2999999999999998,values differ
857223f1-ec3b-43aa-8b82-6f09464da1a6,"Sacram. R, CA",2022-07-28,Dissolved_Oxygen_mg_L,8.2,8.1,0.09999999999999964,values differ
857223f1-ec3b-43aa-8b82-6f09464da1a6,"Sacram. R, CA",2022-07-28,Specific_Conductance,103.0,102.0,1.0,values differ
857223f1-ec3b-43aa-8b82-6f09464da1a6,"Sacram. R, CA",2022-07-28,pH,7.6,7.2,0.39999999999999947,values differ
679ae6a5-c369-4785-846b-ba82d8d01725,"Sacram. R, CA",2022-08-10,Dissolved_Oxygen_mg_L,8.1,8.0,0.09999999999999964,values differ
679ae6a5-c369-4785-846b-ba82d8d01725,"Sacram. R, CA",2022-08-10,pH,7.6,7.3,0.2999999999999998,values differ
70b18f3c-edd1-450a-8dc2-f8afb5bcd386,"Sacram. R, CA",2022-08-25,Dissolved_Oxygen_mg_L,7.9,7.8,0.10000000000000053,values differ
70b18f3c-edd1-450a-8dc2-f8afb5bcd386,"Sacram. R, CA",2022-08-25,pH,7.6,7.4,0.1999999999999993,values differ
ad5461ad-fb47-4f61-976b-827be76d7e79,"Shingle Creek, MN",2018-10-16,Dissolved_Oxygen_mg_L,,9.7,,mine missing (G has value)
ad5461ad-fb47-4f61-976b-827be76d7e79,"Shingle Creek, MN",2018-10-16,Specific_Conductance,799.0,802.0,-3.0,values differ
ad5461ad-fb47-4f61-976b-827be76d7e79,"Shingle Creek, MN",2018-10-16,Water_Temperature_C,6.1,6.3,-0.20000000000000018,values differ
ad5461ad-fb47-4f61-976b-827be76d7e79,"Shingle Creek, MN",2018-10-16,pH,,7.5,,mine missing (G has value)
3881a19f-ffab-47db-9ab8-65b4f1f73ccb,"Shingle Creek, MN",2018-11-28,Dissolved_Oxygen_mg_L,,9.9,,mine missing (G has value)
3881a19f-ffab-47db-9ab8-65b4f1f73ccb,"Shingle Creek, MN",2018-11-28,Specific_Conductance,1270.0,1340.0,-70.0,values differ
3881a19f-ffab-47db-9ab8-65b4f1f73ccb,"Shingle Creek, MN",2018-11-28,Water_Temperature_C,1.0,1.4,-0.3999999999999999,values differ
3881a19f-ffab-47db-9ab8-65b4f1f73ccb,"Shingle Creek, MN",2018-11-28,pH,,7.4,,mine missing (G has value)
ed8b59b9-fdbe-44c2-a053-7b4aff622542,"Shingle Creek, MN",2018-12-04,Dissolved_Oxygen_mg_L,,10.6,,mine missing (G has value)
ed8b59b9-fdbe-44c2-a053-7b4aff622542,"Shingle Creek, MN",2018-12-04,Specific_Conductance,1450.0,1550.0,-100.0,values differ
ed8b59b9-fdbe-44c2-a053-7b4aff622542,"Shingle Creek, MN",2018-12-04,Water_Temperature_C,0.9,1.3,-0.4,values differ
ed8b59b9-fdbe-44c2-a053-7b4aff622542,"Shingle Creek, MN",2018-12-04,pH,,7.6,,mine missing (G has value)
7214372c-e811-474f-a420-216011274379,"Shingle Creek, MN",2019-01-28,Dissolved_Oxygen_mg_L,,10.2,,mine missing (G has value)
7214372c-e811-474f-a420-216011274379,"Shingle Creek, MN",2019-01-28,Specific_Conductance,1510.0,1570.0,-60.0,values differ
7214372c-e811-474f-a420-216011274379,"Shingle Creek, MN",2019-01-28,Water_Temperature_C,0.0,0.5,-0.5,values differ
7214372c-e811-474f-a420-216011274379,"Shingle Creek, MN",2019-01-28,pH,,7.4,,mine missing (G has value)
3fc36cf0-2774-4402-8447-7428a1c789cb,"Shingle Creek, MN",2019-02-28,Dissolved_Oxygen_mg_L,,7.5,,mine missing (G has value)
3fc36cf0-2774-4402-8447-7428a1c789cb,"Shingle Creek, MN",2019-02-28,Specific_Conductance,2050.0,2090.0,-40.0,values differ
3fc36cf0-2774-4402-8447-7428a1c789cb,"Shingle Creek, MN",2019-02-28,Water_Temperature_C,0.2,0.6,-0.39999999999999997,values differ
3fc36cf0-2774-4402-8447-7428a1c789cb,"Shingle Creek, MN",2019-02-28,pH,,7.5,,mine missing (G has value)
75a04510-446b-4115-82cc-a2f422ff6884,"Shingle Creek, MN",2019-03-19,Dissolved_Oxygen_mg_L,,9.2,,mine missing (G has value)
75a04510-446b-4115-82cc-a2f422ff6884,"Shingle Creek, MN",2019-03-19,Specific_Conductance,1570.0,1620.0,-50.0,values differ
75a04510-446b-4115-82cc-a2f422ff6884,"Shingle Creek, MN",2019-03-19,Water_Temperature_C,-0.1,0.3,-0.4,values differ
75a04510-446b-4115-82cc-a2f422ff6884,"Shingle Creek, MN",2019-03-19,pH,,7.5,,mine missing (G has value)
749a075d-4e0c-41da-9103-6a51e3a963da,"Shingle Creek, MN",2019-03-27,Dissolved_Oxygen_mg_L,,9.2,,mine missing (G has value)
749a075d-4e0c-41da-9103-6a51e3a963da,"Shingle Creek, MN",2019-03-27,Specific_Conductance,784.0,805.0,-21.0,values differ
749a075d-4e0c-41da-9103-6a51e3a963da,"Shingle Creek, MN",2019-03-27,Water_Temperature_C,2.8,3.2,-0.40000000000000036,values differ
749a075d-4e0c-41da-9103-6a51e3a963da,"Shingle Creek, MN",2019-03-27,pH,,7.4,,mine missing (G has value)
c08673d0-50dd-4248-9418-87ce044af128,"Shingle Creek, MN",2019-04-17,Dissolved_Oxygen_mg_L,,9.6,,mine missing (G has value)
c08673d0-50dd-4248-9418-87ce044af128,"Shingle Creek, MN",2019-04-17,Specific_Conductance,1070.0,1110.0,-40.0,values differ
c08673d0-50dd-4248-9418-87ce044af128,"Shingle Creek, MN",2019-04-17,Water_Temperature_C,8.5,8.6,-0.09999999999999964,values differ
c08673d0-50dd-4248-9418-87ce044af128,"Shingle Creek, MN",2019-04-17,pH,,7.8,,mine missing (G has value)
d9a03820-5ac3-4953-ac27-ee92cda2db98,"Shingle Creek, MN",2019-04-23,Dissolved_Oxygen_mg_L,,10.7,,mine missing (G has value)
d9a03820-5ac3-4953-ac27-ee92cda2db98,"Shingle Creek, MN",2019-04-23,Specific_Conductance,867.0,908.0,-41.0,values differ
d9a03820-5ac3-4953-ac27-ee92cda2db98,"Shingle Creek, MN",2019-04-23,Water_Temperature_C,8.4,8.8,-0.40000000000000036,values differ
d9a03820-5ac3-4953-ac27-ee92cda2db98,"Shingle Creek, MN",2019-04-23,pH,,7.6,,mine missing (G has value)
11bc0bfa-f41f-4172-95f9-22a2c2cc2fb4,"Shingle Creek, MN",2019-05-07,Dissolved_Oxygen_mg_L,,10.2,,mine missing (G has value)
11bc0bfa-f41f-4172-95f9-22a2c2cc2fb4,"Shingle Creek, MN",2019-05-07,Specific_Conductance,1090.0,1180.0,-90.0,values differ
11bc0bfa-f41f-4172-95f9-22a2c2cc2fb4,"Shingle Creek, MN",2019-05-07,pH,,7.7,,mine missing (G has value)
891ebeef-eb88-4a4d-aad9-25f267a6e221,"Shingle Creek, MN",2019-05-14,Dissolved_Oxygen_mg_L,,9.9,,mine missing (G has value)
891ebeef-eb88-4a4d-aad9-25f267a6e221,"Shingle Creek, MN",2019-05-14,Specific_Conductance,952.0,998.0,-46.0,values differ
891ebeef-eb88-4a4d-aad9-25f267a6e221,"Shingle Creek, MN",2019-05-14,Water_Temperature_C,14.1,14.3,-0.20000000000000107,values differ
891ebeef-eb88-4a4d-aad9-25f267a6e221,"Shingle Creek, MN",2019-05-14,pH,,7.6,,mine missing (G has value)
9e50f85f-18b7-4593-b420-314214cc4684,"Shingle Creek, MN",2019-05-28,Dissolved_Oxygen_mg_L,,7.5,,mine missing (G has value)
9e50f85f-18b7-4593-b420-314214cc4684,"Shingle Creek, MN",2019-05-28,Specific_Conductance,523.0,529.0,-6.0,values differ
9e50f85f-18b7-4593-b420-314214cc4684,"Shingle Creek, MN",2019-05-28,Water_Temperature_C,13.1,13.3,-0.20000000000000107,values differ
9e50f85f-18b7-4593-b420-314214cc4684,"Shingle Creek, MN",2019-05-28,pH,,7.4,,mine missing (G has value)
a09c7049-5e1f-4786-9f82-7e6b5121c19c,"Shingle Creek, MN",2019-06-11,Dissolved_Oxygen_mg_L,,7.3,,mine missing (G has value)
a09c7049-5e1f-4786-9f82-7e6b5121c19c,"Shingle Creek, MN",2019-06-11,Specific_Conductance,991.0,1030.0,-39.0,values differ
a09c7049-5e1f-4786-9f82-7e6b5121c19c,"Shingle Creek, MN",2019-06-11,pH,,7.5,,mine missing (G has value)
cd51cf15-e251-4de0-9ead-cbe2f01b1060,"Shingle Creek, MN",2019-06-17,Dissolved_Oxygen_mg_L,,6.4,,mine missing (G has value)
cd51cf15-e251-4de0-9ead-cbe2f01b1060,"Shingle Creek, MN",2019-06-17,Specific_Conductance,1170.0,1190.0,-20.0,values differ
cd51cf15-e251-4de0-9ead-cbe2f01b1060,"Shingle Creek, MN",2019-06-17,Water_Temperature_C,18.6,18.5,0.10000000000000142,values differ
cd51cf15-e251-4de0-9ead-cbe2f01b1060,"Shingle Creek, MN",2019-06-17,pH,,7.4,,mine missing (G has value)
a0ce6487-e517-4544-abf1-fe240b53a009,"Shingle Creek, MN",2019-06-24,Dissolved_Oxygen_mg_L,,6.0,,mine missing (G has value)
a0ce6487-e517-4544-abf1-fe240b53a009,"Shingle Creek, MN",2019-06-24,Specific_Conductance,810.0,863.0,-53.0,values differ
a0ce6487-e517-4544-abf1-fe240b53a009,"Shingle Creek, MN",2019-06-24,pH,,7.4,,mine missing (G has value)
76715437-0a0c-48ef-a7d6-d3933e82b637,"Shingle Creek, MN",2019-07-09,Dissolved_Oxygen_mg_L,,5.4,,mine missing (G has value)
76715437-0a0c-48ef-a7d6-d3933e82b637,"Shingle Creek, MN",2019-07-09,Specific_Conductance,898.0,950.0,-52.0,values differ
76715437-0a0c-48ef-a7d6-d3933e82b637,"Shingle Creek, MN",2019-07-09,Water_Temperature_C,22.4,22.3,0.09999999999999787,values differ
76715437-0a0c-48ef-a7d6-d3933e82b637,"Shingle Creek, MN",2019-07-09,pH,,7.4,,mine missing (G has value)
292f5363-ec2d-4fc8-9637-597bbfc8620c,"Shingle Creek, MN",2019-07-15,Dissolved_Oxygen_mg_L,,5.0,,mine missing (G has value)
292f5363-ec2d-4fc8-9637-597bbfc8620c,"Shingle Creek, MN",2019-07-15,Specific_Conductance,1040.0,1100.0,-60.0,values differ
292f5363-ec2d-4fc8-9637-597bbfc8620c,"Shingle Creek, MN",2019-07-15,pH,,7.4,,mine missing (G has value)
ff1e9b2a-12aa-4da9-bde6-f415d71bd63c,"Shingle Creek, MN",2019-07-23,Dissolved_Oxygen_mg_L,,4.8,,mine missing (G has value)
ff1e9b2a-12aa-4da9-bde6-f415d71bd63c,"Shingle Creek, MN",2019-07-23,Specific_Conductance,635.0,661.0,-26.0,values differ
ff1e9b2a-12aa-4da9-bde6-f415d71bd63c,"Shingle Creek, MN",2019-07-23,Water_Temperature_C,21.8,21.9,-0.09999999999999787,values differ
ff1e9b2a-12aa-4da9-bde6-f415d71bd63c,"Shingle Creek, MN",2019-07-23,pH,,7.2,,mine missing (G has value)
43b72364-49d6-4289-bd87-72ea6e02cdd2,"Shingle Creek, MN",2019-08-07,Dissolved_Oxygen_mg_L,,4.2,,mine missing (G has value)
43b72364-49d6-4289-bd87-72ea6e02cdd2,"Shingle Creek, MN",2019-08-07,Specific_Conductance,733.0,775.0,-42.0,values differ
43b72364-49d6-4289-bd87-72ea6e02cdd2,"Shingle Creek, MN",2019-08-07,pH,,7.3,,mine missing (G has value)
54fe8f3a-e5d7-4150-b982-4bbb6f054a45,"Shingle Creek, MN",2019-08-14,Dissolved_Oxygen_mg_L,,3.9,,mine missing (G has value)
54fe8f3a-e5d7-4150-b982-4bbb6f054a45,"Shingle Creek, MN",2019-08-14,Specific_Conductance,458.0,456.0,2.0,values differ
54fe8f3a-e5d7-4150-b982-4bbb6f054a45,"Shingle Creek, MN",2019-08-14,pH,,7.1,,mine missing (G has value)
54bf38d6-eb17-45ef-87de-ed86c56a16af,"Shingle Creek, MN",2019-08-20,Dissolved_Oxygen_mg_L,,4.2,,mine missing (G has value)
54bf38d6-eb17-45ef-87de-ed86c56a16af,"Shingle Creek, MN",2019-08-20,Specific_Conductance,359.0,382.0,-23.0,values differ
54bf38d6-eb17-45ef-87de-ed86c56a16af,"Shingle Creek, MN",2019-08-20,pH,,7.1,,mine missing (G has value)
0c671086-4be9-440e-a0f4-0e5e7c9c2a0c,"Shingle Creek, MN",2019-09-04,Dissolved_Oxygen_mg_L,,5.6,,mine missing (G has value)
0c671086-4be9-440e-a0f4-0e5e7c9c2a0c,"Shingle Creek, MN",2019-09-04,Specific_Conductance,480.0,498.0,-18.0,values differ
0c671086-4be9-440e-a0f4-0e5e7c9c2a0c,"Shingle Creek, MN",2019-09-04,Water_Temperature_C,18.5,18.6,-0.10000000000000142,values differ
0c671086-4be9-440e-a0f4-0e5e7c9c2a0c,"Shingle Creek, MN",2019-09-04,pH,,7.3,,mine missing (G has value)
c0b7964a-6d40-4511-8e92-977a8f1336e8,"Shingle Creek, MN",2019-09-17,Dissolved_Oxygen_mg_L,,5.5,,mine missing (G has value)
c0b7964a-6d40-4511-8e92-977a8f1336e8,"Shingle Creek, MN",2019-09-17,Specific_Conductance,753.0,772.0,-19.0,values differ
c0b7964a-6d40-4511-8e92-977a8f1336e8,"Shingle Creek, MN",2019-09-17,Water_Temperature_C,19.8,20.0,-0.1999999999999993,values differ
c0b7964a-6d40-4511-8e92-977a8f1336e8,"Shingle Creek, MN",2019-09-17,pH,,7.4,,mine missing (G has value)
73d66427-78f5-498a-883a-ce4388dd797f,"Shingle Creek, MN",2019-10-29,Dissolved_Oxygen_mg_L,,9.2,,mine missing (G has value)
73d66427-78f5-498a-883a-ce4388dd797f,"Shingle Creek, MN",2019-10-29,Specific_Conductance,932.0,970.0,-38.0,values differ
73d66427-78f5-498a-883a-ce4388dd797f,"Shingle Creek, MN",2019-10-29,Water_Temperature_C,4.4,4.6,-0.1999999999999993,values differ
73d66427-78f5-498a-883a-ce4388dd797f,"Shingle Creek, MN",2019-10-29,pH,,7.0,,mine missing (G has value)
6d025cde-51df-4927-8795-564fa61655cf,"Shingle Creek, MN",2019-11-26,Dissolved_Oxygen_mg_L,,9.7,,mine missing (G has value)
6d025cde-51df-4927-8795-564fa61655cf,"Shingle Creek, MN",2019-11-26,Specific_Conductance,991.0,1060.0,-69.0,values differ
6d025cde-51df-4927-8795-564fa61655cf,"Shingle Creek, MN",2019-11-26,Water_Temperature_C,3.8,4.0,-0.20000000000000018,values differ
6d025cde-51df-4927-8795-564fa61655cf,"Shingle Creek, MN",2019-11-26,pH,,7.2,,mine missing (G has value)
7d51626a-eb23-411c-9241-26ba6efb938a,"Shingle Creek, MN",2019-12-13,Dissolved_Oxygen_mg_L,,9.3,,mine missing (G has value)
7d51626a-eb23-411c-9241-26ba6efb938a,"Shingle Creek, MN",2019-12-13,Specific_Conductance,1380.0,1420.0,-40.0,values differ
7d51626a-eb23-411c-9241-26ba6efb938a,"Shingle Creek, MN",2019-12-13,Water_Temperature_C,0.3,0.6,-0.3,values differ
7d51626a-eb23-411c-9241-26ba6efb938a,"Shingle Creek, MN",2019-12-13,pH,,6.9,,mine missing (G has value)
d0ee3e43-80a1-4dc1-ac5a-81470c030cbc,"Shingle Creek, MN",2020-01-06,Dissolved_Oxygen_mg_L,,11.4,,mine missing (G has value)
d0ee3e43-80a1-4dc1-ac5a-81470c030cbc,"Shingle Creek, MN",2020-01-06,Specific_Conductance,1260.0,1330.0,-70.0,values differ
d0ee3e43-80a1-4dc1-ac5a-81470c030cbc,"Shingle Creek, MN",2020-01-06,Water_Temperature_C,0.2,0.5,-0.3,values differ
d0ee3e43-80a1-4dc1-ac5a-81470c030cbc,"Shingle Creek, MN",2020-01-06,pH,,7.1,,mine missing (G has value)
25307aff-b59a-41d6-9c50-f288b74c50ba,"Shingle Creek, MN",2020-02-03,Dissolved_Oxygen_mg_L,,9.4,,mine missing (G has value)
25307aff-b59a-41d6-9c50-f288b74c50ba,"Shingle Creek, MN",2020-02-03,Specific_Conductance,2240.0,2390.0,-150.0,values differ
25307aff-b59a-41d6-9c50-f288b74c50ba,"Shingle Creek, MN",2020-02-03,Water_Temperature_C,1.2,1.4,-0.19999999999999996,values differ
25307aff-b59a-41d6-9c50-f288b74c50ba,"Shingle Creek, MN",2020-02-03,pH,,7.0,,mine missing (G has value)
7c26c03b-79d3-478d-a239-fd40a120bc21,"Shingle Creek, MN",2020-02-25,Dissolved_Oxygen_mg_L,,9.2,,mine missing (G has value)
7c26c03b-79d3-478d-a239-fd40a120bc21,"Shingle Creek, MN",2020-02-25,Specific_Conductance,1800.0,1880.0,-80.0,values differ
7c26c03b-79d3-478d-a239-fd40a120bc21,"Shingle Creek, MN",2020-02-25,Water_Temperature_C,0.7,1.0,-0.30000000000000004,values differ
7c26c03b-79d3-478d-a239-fd40a120bc21,"Shingle Creek, MN",2020-02-25,pH,,7.1,,mine missing (G has value)
794f1d23-4cb9-4f14-8404-eebb010bf428,"Shingle Creek, MN",2020-03-04,Dissolved_Oxygen_mg_L,,9.5,,mine missing (G has value)
794f1d23-4cb9-4f14-8404-eebb010bf428,"Shingle Creek, MN",2020-03-04,Specific_Conductance,1430.0,1480.0,-50.0,values differ
794f1d23-4cb9-4f14-8404-eebb010bf428,"Shingle Creek, MN",2020-03-04,Water_Temperature_C,3.8,4.2,-0.40000000000000036,values differ
794f1d23-4cb9-4f14-8404-eebb010bf428,"Shingle Creek, MN",2020-03-04,pH,,7.4,,mine missing (G has value)
ff9ca1f0-e0b5-4457-8bb8-dc87c63c07a6,"Shingle Creek, MN",2020-04-06,Dissolved_Oxygen_mg_L,,11.5,,mine missing (G has value)
ff9ca1f0-e0b5-4457-8bb8-dc87c63c07a6,"Shingle Creek, MN",2020-04-06,Specific_Conductance,935.0,1030.0,-95.0,values differ
ff9ca1f0-e0b5-4457-8bb8-dc87c63c07a6,"Shingle Creek, MN",2020-04-06,Water_Temperature_C,7.9,8.0,-0.09999999999999964,values differ
ff9ca1f0-e0b5-4457-8bb8-dc87c63c07a6,"Shingle Creek, MN",2020-04-06,pH,,7.3,,mine missing (G has value)
